sp1	sp2	NONSYN.sites_sum	NONSYN.numsubs.sp1_sum	NONSYN.numsubs.sp2_sum	SYN.sites_sum	SYN.numsubs.sp1_sum	SYN.numsubs.sp2_sum	dS.sp1	dS.sp2	dN.sp1	dN.sp2	dnds.sp1	dnds.sp2
Sebastes_aleutianus	Sebastes_variabilis	4013263.33428479	5573	9766	1291619.15999507	12667	19897	0.00980707037517802	0.0154046956070827	0.00138864548269001	0.00243343114730856	0.141596361560197	0.157966843966052
Sebastes_aleutianus	Sebastes_variegatus	4778916.50475774	6560	21987	1537906.9225461	14837	31142	0.00964752793715006	0.0202495999877824	0.00137269608989173	0.00460083367811729	0.142284748884307	0.227206151276727
Sebastes_aleutianus	Sebastes_wilsoni	4729008.67762833	6514	20908	1521268.39271459	14720	33061	0.00967613609176041	0.0217325227805497	0.00137745570880764	0.00442122259130336	0.142355966859601	0.203438074628883
Sebastes_aleutianus	Sebastes_zacentrus	4557345.92552037	6438	20708	1465040.07344903	14322	31579	0.00977584180771437	0.0215550417850728	0.00141266432375657	0.00454387275805391	0.144505644786703	0.210803245169333
Sebastes_alutus	Sebastes_aleutianus	5700349.12112888	12696	7559	1833385.88893709	24218	17338	0.0132094395108716	0.00945681981334097	0.00222723200460496	0.00132605913065602	0.168609122496977	0.140222522669335
Sebastes_alutus	Sebastes_atrovirens	4841000.02727973	10356	29186	1557867.7265544	20458	42040	0.0131320520037011	0.0269856030030109	0.00213922742029384	0.00602891961072769	0.16290122973096	0.223412447372587
Sebastes_alutus	Sebastes_auriculatus	4712925.88489873	10113	28120	1516376.02324636	19863	40630	0.0130989937162656	0.026794145632174	0.00214580077153437	0.00596656953382245	0.163814169089174	0.222681835641659
Sebastes_alutus	Sebastes_aurora	4362024.75414905	9564	26274	1404325.45567386	18752	38936	0.013353030043169	0.0277257667321261	0.00219255977190477	0.00602334958668192	0.164199418769856	0.21724735856277
Sebastes_alutus	Sebastes_babcocki	4843570.16133327	10844	31204	1557640.08396256	20599	41422	0.0132244927516228	0.0265927927937142	0.0022388444140995	0.00644235532068986	0.169295295944321	0.24225944866583
Sebastes_alutus	Sebastes_carnatus	4219344.25283447	9300	26003	1358943.60216973	18200	38772	0.0133927559399385	0.0285309853463348	0.00220413397028518	0.00616280598164791	0.164576580068352	0.21600396575296
Sebastes_alutus	Sebastes_caurinus	3492614.3377864	7827	21131	1125047.24420807	15503	32645	0.0137798657610265	0.0290165592316784	0.00224101467926766	0.00605019562892614	0.162629645174476	0.208508375532028
Sebastes_alutus	Sebastes_chlorostictus	4837593.2822285	10429	35785	1555694.61663479	20740	46801	0.0133316653398621	0.0300836677710166	0.00215582406200046	0.00739727337795442	0.161707034120823	0.245890010295924
Sebastes_alutus	Sebastes_ciliatus	5547895.68801919	7869	8593	1785043.86114308	16542	19047	0.00926699918141344	0.0106703260433068	0.00141837562248931	0.00154887555268149	0.153056625421324	0.145157284453651
Sebastes_alutus	Sebastes_constellatus	4709996.25662322	10667	39182	1515921.62918126	20219	48757	0.0133377607461939	0.0321632722044698	0.00226475763860747	0.00831890257766174	0.169800439646794	0.258646027206947
Sebastes_alutus	Sebastes_crameri	4913928.93775238	10782	16263	1580090.74227265	20776	24046	0.013148611939918	0.0152181133378546	0.00219417092444394	0.00330957166984158	0.166874719131579	0.217475819529423
Sebastes_alutus	Sebastes_dalli	4537849.89336299	10041	28334	1461393.93504415	19307	41057	0.0132113590572803	0.0280944097381652	0.00221272193570921	0.00624392623507468	0.167486321892816	0.2222479950021
Sebastes_alutus	Sebastes_diploproa	4618149.4147537	10404	30799	1485974.47834404	19624	41657	0.0132061487501918	0.0280334558951661	0.00225285045277273	0.00666912159697688	0.170591025088977	0.237898660155092
Sebastes_alutus	Sebastes_elongatus	4778804.76132254	10397	27002	1537568.72126767	20206	38001	0.0131415264374921	0.0247149928808837	0.00217564862330191	0.00565036684874465	0.165555244563896	0.22862101866576
Sebastes_alutus	Sebastes_ensifer	4456294.13656007	9793	32642	1433765.58545256	19290	42184	0.0134540821705602	0.0294218248980254	0.00219756589217414	0.00732492043830779	0.16333822436307	0.248962138266257
Sebastes_alutus	Sebastes_entomelas	4866560.18034827	10762	19568	1564507.10634295	20605	30216	0.0131702821396346	0.0193134309697257	0.00221141825050437	0.0040209098983339	0.16790970968263	0.208192418252188
Sebastes_alutus	Sebastes_exsul	4372457.05211547	9958	36003	1407864.44098013	18965	45747	0.0134707571609643	0.0324938954833974	0.00227743803571087	0.00823404314116273	0.169065332297019	0.253402770541004
Sebastes_alutus	Sebastes_fasciatus	5591801.51450791	10923	12858	1799377.47588792	21088	21033	0.011719608743904	0.0116890426171535	0.00195339551514129	0.00229943784067442	0.166677536582213	0.196717380198446
Sebastes_alutus	Sebastes_flavidus	4831369.00569406	10759	18775	1554260.18657288	20507	29372	0.0131940586120382	0.0188977368485291	0.00222690504230165	0.00388606210328222	0.168780896597642	0.205636375108308
Sebastes_alutus	Sebastes_goodei	4822935.06153794	10750	33221	1551260.95251637	20558	45359	0.0132524447074182	0.0292400836406159	0.00222893318339062	0.006888129235853	0.168190340167422	0.23557146144018
Sebastes_alutus	Sebastes_helvomaculatus	4318551.6790388	9525	33401	1389579.85262317	18654	44066	0.0134242015417725	0.0317117436013588	0.00220560055961169	0.00773430596237168	0.164300316316651	0.243894062073594
Sebastes_alutus	Sebastes_hopkinsi	4808750.62154078	10282	30319	1547547.14291054	20312	43106	0.0131252867436389	0.0278544018497096	0.00213818532280336	0.00630496409279079	0.162905798902992	0.226354316520946
Sebastes_alutus	Sebastes_inermis	5637426.45376319	12417	24046	1813869.88008492	23728	39198	0.0130814234584948	0.0216101498957383	0.00220260079698445	0.00426542149990239	0.168376232446946	0.197380467996826
Sebastes_alutus	Sebastes_jordani	4832708.74661225	10763	35025	1555090.28190899	20463	47060	0.0131587215469446	0.0302619086155115	0.00222711538483359	0.0072474882796429	0.169250133980585	0.239492107775648
Sebastes_alutus	Sebastes_levis	4728551.93051189	10636	31396	1521069.78755694	20153	41828	0.0132492277243694	0.0274990670001946	0.00224931441090224	0.00663966484060612	0.16976947318711	0.24145054959716
Sebastes_alutus	Sebastes_maliger	3948848.97668911	8627	24170	1272089.64753853	17204	36531	0.0135242040789259	0.0287173156944456	0.00218468724707554	0.00612077092405422	0.161539062433983	0.213138685703764
Sebastes_alutus	Sebastes_melanops	4416751.92776749	9841	17009	1421364.91234558	18749	27450	0.0131908420118939	0.0193124227012901	0.00222810793110907	0.00385101999799147	0.168913245196935	0.19940636436744
Sebastes_alutus	Sebastes_melanostomus	4708438.35226877	10270	25493	1515005.4598867	20046	35002	0.0132316354830161	0.0231035471004954	0.00218119028680738	0.0054143217119358	0.164846612469571	0.234350235848403
Sebastes_alutus	Sebastes_mentella	4808700.48453006	9545	11263	1548426.46369835	18351	18355	0.0118513861847656	0.0118539694524207	0.00198494375574169	0.00234221283613606	0.167486210034506	0.197588904335987
Sebastes_alutus	Sebastes_miniatus	4738056.54915234	10347	28085	1524614.47974666	20162	34812	0.0132243267185487	0.0228333132489891	0.00218380677660994	0.00592753583851263	0.165135573484197	0.259600338061979
Sebastes_alutus	Sebastes_minor	5580305.45377145	12357	17240	1795394.58373071	23505	28995	0.0130918296250834	0.0161496532643817	0.00221439491124066	0.0030894366164756	0.169143272915649	0.191300492084829
Sebastes_alutus	Sebastes_mystinus	4848283.92696213	10817	19548	1560491.8547878	20552	30453	0.0131702065197865	0.0195150009316396	0.00223109870687334	0.00403194208393825	0.169404990234695	0.206607322134495
Sebastes_alutus	Sebastes_nebulosus	4108854.54386644	9013	24273	1323832.84555717	17807	35270	0.0134510939653454	0.0266423363934257	0.00219355538235207	0.00590748583111415	0.163076355574009	0.221733024607102
Sebastes_alutus	Sebastes_nigrocinctus	4441082.39516958	10225	29887	1429512.57699187	19048	41073	0.0133248215556682	0.0287321711337652	0.00230236665077896	0.0067296657302524	0.172787803661023	0.234220578003724
Sebastes_alutus	Sebastes_paucispinis	4817493.47321671	10885	33827	1550177.17519394	20545	45556	0.0132533237676072	0.0293876085450043	0.00225947374096429	0.00702170126188324	0.170483554207491	0.238934081728024
Sebastes_alutus	Sebastes_pinniger	4692630.37192883	10115	23681	1509555.10247765	20021	32890	0.0132628480849353	0.0217878764054504	0.00215550750822132	0.00504642346042404	0.162522219542699	0.231616122953664
Sebastes_alutus	Sebastes_polyspinis	5269604.10996692	7586	8459	1696488.45602711	15857	17870	0.00934695425934957	0.0105335228993238	0.00143957683379893	0.00160524392790735	0.154015606994005	0.152393832837293
Sebastes_alutus	Sebastes_proriger	4865533.80806941	10735	19287	1565316.99266228	20638	29826	0.0131845499005917	0.0190542874956414	0.00220633550674258	0.00396400492953369	0.167342497345591	0.208037426245428
Sebastes_alutus	Sebastes_rastrelliger	4526020.82240702	9732	28105	1457462.98967283	19207	41264	0.0131783792357647	0.0283122112138593	0.00215023314780606	0.00620964885111891	0.163163702405115	0.2193275828657
Sebastes_alutus	Sebastes_reedi	4429406.58586926	9873	14302	1425619.7707093	18921	22096	0.013272122334966	0.0154992238842243	0.00222896674951831	0.00322887495711646	0.167943505436655	0.208324944605964
Sebastes_alutus	Sebastes_rosaceus	4399852.38895432	10004	29469	1415887.48387505	19062	39404	0.0134629341788025	0.0278298949943098	0.00227371264206833	0.00669772469503316	0.168886857194052	0.24066654568415
Sebastes_alutus	Sebastes_rosenblatti	3981897.62058365	8765	29505	1280145.76180671	17494	40317	0.013665631306946	0.0314940698183458	0.00220121179276208	0.00740978367888708	0.161076480355741	0.235275520808389
Sebastes_alutus	Sebastes_ruberrimus	4655017.56063448	10124	25533	1497771.98138415	19823	35865	0.0132349918721813	0.0239455674466923	0.00217485753128289	0.00548504912546878	0.164326321639399	0.229063234257431
Sebastes_alutus	Sebastes_rubrivinctus	4413526.0240564	10082	31034	1420275.02709411	18929	43202	0.0133277003671105	0.0304180522616042	0.00228434135089427	0.00703156610629366	0.171398012258099	0.231164245686085
Sebastes_alutus	Sebastes_saxicola	4577625.75422628	9983	27305	1473212.69642407	19380	38591	0.0131549232823211	0.0261951312893732	0.00218082485025851	0.0059648825539726	0.165780126835808	0.227709588017695
Sebastes_alutus	Sebastes_schlegelii	5585479.1432426	12331	23876	1797017.69939424	23499	37549	0.0130766658602869	0.0208951753856723	0.00220768884526554	0.00427465565400697	0.168826585373735	0.204576203602391
Sebastes_alutus	Sebastes_semicinctus	4527060.9098566	9846	27160	1457158.56150238	19174	38774	0.0131584856353799	0.026609321061136	0.00217492103509425	0.00599947748457848	0.165286575929864	0.225465259740917
Sebastes_alutus	Sebastes_serriceps	4517459.63865521	10238	31487	1453867.09459836	19285	44149	0.0132646237552598	0.0303665996458888	0.00226631797933401	0.00697006780770559	0.170854297954387	0.229530730769496
Sebastes_alutus	Sebastes_steindachneri	4578307.19818224	10046	17095	1472439.83312673	19391	23992	0.0131692987134307	0.0162940443882538	0.0021942607966518	0.00373391283284516	0.166619411131891	0.2291581355662
Sebastes_alutus	Sebastes_umbrosus	3929785.87592342	8423	29515	1264001.88600632	17195	40783	0.0136036189426334	0.0322649835031939	0.00214337377809949	0.0075105873276275	0.157559086823742	0.232778278869537
Sebastes_alutus	Sebastes_variabilis	4032175.51260177	5827	6404	1297889.9610914	12224	14774	0.00941836393412027	0.0113830913582046	0.00144512558587513	0.0015882245155216	0.153437008378899	0.139524885248053
Sebastes_alutus	Sebastes_variegatus	4744566.82211837	10660	20684	1526731.69458112	20211	30292	0.0132380824160104	0.0198410762726132	0.00224678045428824	0.00435951284394915	0.16972099007111	0.219721590908181
Sebastes_alutus	Sebastes_wilsoni	4679006.50173535	10530	19886	1505395.06488188	20074	32295	0.0133347055987427	0.0214528403562516	0.00225047774481498	0.00425004752453853	0.168768461227009	0.198111180336081
Sebastes_alutus	Sebastes_zacentrus	4513217.26983815	10004	19715	1451451.43759928	19402	30817	0.0133673090930904	0.0212318505474574	0.00221660057601409	0.00436828072332246	0.16582249730126	0.205741874150748
Sebastes_atrovirens	Sebastes_aleutianus	4938580.60165169	30374	6780	1589079.34420569	43250	15283	0.0272170172985407	0.00961751850574791	0.0061503501613078	0.00137286409737495	0.225974437016564	0.142746187236808
Sebastes_atrovirens	Sebastes_alutus	4841000.02727973	29186	10356	1557867.7265544	42040	20458	0.0269856030030109	0.0131320520037011	0.00602891961072769	0.00213922742029384	0.223412447372587	0.16290122973096
Sebastes_atrovirens	Sebastes_auriculatus	5446737.31289533	5224	4757	1754453.53695502	9686	9173	0.0055208073602284	0.00522840862227701	0.000959106286920063	0.000873366884930846	0.173725729651321	0.167042583705037
Sebastes_atrovirens	Sebastes_aurora	5088384.68717618	3131	3070	1639142.6058709	6363	7076	0.00388190751506897	0.00431689102257238	0.000615322974281169	0.000603334886950874	0.158510467313448	0.13976143567121
Sebastes_atrovirens	Sebastes_babcocki	4804743.2297968	12838	14702	1545964.50230261	22987	22849	0.014869034810154	0.0147797701473533	0.00267194299174713	0.00305989296344183	0.179698482508257	0.207032513559745
Sebastes_atrovirens	Sebastes_carnatus	4933451.48363133	3021	3647	1589907.19262352	6163	8006	0.00387632688787978	0.00503551404581624	0.000612350199454349	0.000739239052436283	0.157971764808846	0.146805082005576
Sebastes_atrovirens	Sebastes_caurinus	4085924.64167459	2578	2971	1316792.61058272	5219	6602	0.0039634183530924	0.00501369763692586	0.00063094653623945	0.000727130395332586	0.159192515154794	0.145028768782799
Sebastes_atrovirens	Sebastes_chlorostictus	4834384.77635302	12550	18869	1555556.49243785	23236	28098	0.0149374195748975	0.0180629891209963	0.00259598699329587	0.00390308195828684	0.173790859946015	0.216081731110048
Sebastes_atrovirens	Sebastes_ciliatus	4692173.77871361	28979	11127	1510468.33235825	41196	22255	0.0272736601737833	0.0147338408381286	0.0061760287164694	0.00237139554602143	0.226446640352514	0.160948904774692
Sebastes_atrovirens	Sebastes_constellatus	4703464.32122697	12448	23224	1514740.82396723	22697	30928	0.0149840815279242	0.0204180144290276	0.00264655988646955	0.00493763711466651	0.176624765524496	0.241827486792586
Sebastes_atrovirens	Sebastes_crameri	4807456.11338603	22375	7454	1546934.06775571	36201	16157	0.0234017730649118	0.0104445304662794	0.00465422865488015	0.00155050817401013	0.198883590656582	0.148451687609703
Sebastes_atrovirens	Sebastes_dalli	5257052.51345854	5034	5902	1693943.62309364	9304	11105	0.00549250864855123	0.00655570814081701	0.000957570803622846	0.0011226823367068	0.174341246394838	0.171252641605074
Sebastes_atrovirens	Sebastes_diploproa	4591834.78367393	12396	15269	1478239.14913707	22022	24205	0.0148974541858504	0.0163742111782994	0.00269957448035226	0.00332525030175046	0.181210456946148	0.203078503479752
Sebastes_atrovirens	Sebastes_elongatus	5434989.95228183	9807	7047	1749898.71704248	18696	14272	0.0106840469210689	0.00815590060213386	0.00180441915920794	0.00129659853318429	0.168889108456613	0.158976745357228
Sebastes_atrovirens	Sebastes_ensifer	4461862.28642411	11816	17028	1436364.39129756	21676	24854	0.0150908781443814	0.017303408627074	0.00264822158136793	0.00381634369393477	0.175484922483051	0.220554445438194
Sebastes_atrovirens	Sebastes_entomelas	4827799.71184669	20439	9465	1552964.04252197	33377	20135	0.021492448689151	0.0129655287879694	0.00423360562159316	0.00196052043683053	0.196981073809901	0.151210218178658
Sebastes_atrovirens	Sebastes_exsul	4385457.34676287	11673	21850	1412870.52959795	21468	29415	0.0151945981958509	0.0208193173994296	0.00266175203108894	0.00498237658522175	0.175177520114732	0.239315078858361
Sebastes_atrovirens	Sebastes_fasciatus	4802734.0777075	29201	12354	1545874.93201665	41816	20270	0.0270500537488176	0.0131123156085836	0.0060800784568815	0.00257228482779063	0.224771400210148	0.196173193551469
Sebastes_atrovirens	Sebastes_flavidus	4750235.79648498	20465	8919	1528684.98837297	33117	19197	0.0216637176736114	0.0125578521055747	0.00430820718734498	0.00187759100434546	0.198867399042631	0.149515298361569
Sebastes_atrovirens	Sebastes_goodei	4798078.79150882	12592	17077	1544315.64370836	22911	26908	0.0148356976718722	0.017423899129446	0.00262438374757082	0.00355913288256567	0.176896550847523	0.204267302979894
Sebastes_atrovirens	Sebastes_helvomaculatus	4313760.29832377	11561	18263	1389390.99396627	21155	27449	0.0152260955280912	0.0197561378468719	0.00268002837443062	0.00423366129246833	0.1760154709056	0.21429599880721
Sebastes_atrovirens	Sebastes_hopkinsi	5468652.42290173	14092	15776	1761440.10361018	26025	26959	0.0147748424409437	0.0153050903886802	0.00257686883536157	0.00288480575834971	0.174409226065288	0.188486685481017
Sebastes_atrovirens	Sebastes_inermis	4846097.16007428	27791	18723	1559566.99243513	39983	31462	0.0256372443081589	0.0201735482685966	0.0057347178733771	0.00386352138257851	0.223686984624633	0.191514221055139
Sebastes_atrovirens	Sebastes_jordani	4821973.67761963	12677	18661	1552668.25464488	22978	28650	0.0147990402529711	0.0184521065039438	0.00262900647069853	0.00386999209195435	0.177647092362677	0.209731723103116
Sebastes_atrovirens	Sebastes_levis	4692537.17154491	12203	15089	1510938.07968206	22516	23675	0.0149020004874971	0.0156690736161616	0.0026005121651455	0.00321553126771126	0.174507588248124	0.205215148417878
Sebastes_atrovirens	Sebastes_maliger	4606629.90478536	2887	3196	1485089.45834342	5831	7325	0.00392636279736597	0.00493236280066982	0.000626705435355462	0.000693782671075877	0.159614754850441	0.140659294361246
